"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 10 21:05:48 GMT 2023","Tue Jan 10 21:05:56 GMT 2023","8206","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","createConnector","should create a connector",""
"passed","Tue Jan 10 21:04:01 GMT 2023","Tue Jan 10 21:04:13 GMT 2023","12673","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Tue Jan 10 21:05:06 GMT 2023","Tue Jan 10 21:05:10 GMT 2023","3830","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","createTopic","should create a topic",""
"passed","Tue Jan 10 21:04:13 GMT 2023","Tue Jan 10 21:04:16 GMT 2023","3241","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Tue Jan 10 21:05:10 GMT 2023","Tue Jan 10 21:05:12 GMT 2023","2352","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkCustomParametersWithinCreateNewTopic","Checking requiredness of Custom parameters within 'Create new Topic'",""
"passed","Tue Jan 10 21:04:51 GMT 2023","Tue Jan 10 21:05:06 GMT 2023","14748","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","deleteTopic","should delete topic",""
"passed","Tue Jan 10 21:03:43 GMT 2023","Tue Jan 10 21:03:57 GMT 2023","13848","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"skipped","Tue Jan 10 21:05:29 GMT 2023","Tue Jan 10 21:05:29 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","copyMessageFromTopicProfile","Message copy from topic profile",""
"passed","Tue Jan 10 21:04:16 GMT 2023","Tue Jan 10 21:04:29 GMT 2023","12854","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"skipped","Tue Jan 10 21:05:06 GMT 2023","Tue Jan 10 21:05:06 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","updateTopic","should update a topic",""
"passed","Tue Jan 10 21:03:38 GMT 2023","Tue Jan 10 21:03:43 GMT 2023","4997","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Tue Jan 10 21:05:22 GMT 2023","Tue Jan 10 21:05:29 GMT 2023","6501","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","produceMessage","produce message",""
"passed","Tue Jan 10 21:06:10 GMT 2023","Tue Jan 10 21:06:14 GMT 2023","4094","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","updateConnector","should update a connector",""
"passed","Tue Jan 10 21:03:22 GMT 2023","Tue Jan 10 21:03:38 GMT 2023","15793","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Tue Jan 10 21:03:57 GMT 2023","Tue Jan 10 21:04:01 GMT 2023","3451","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Tue Jan 10 21:05:33 GMT 2023","Tue Jan 10 21:05:36 GMT 2023","2968","","com.provectus.kafka.ui.suite.SmokeTests","","com.provectus.kafka.ui.suite.SmokeTests","checkBasePageElements","check base page elements",""
"skipped","Tue Jan 10 21:05:29 GMT 2023","Tue Jan 10 21:05:29 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","clearMessage","clear message",""
"passed","Tue Jan 10 21:05:12 GMT 2023","Tue Jan 10 21:05:14 GMT 2023","2033","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkTopicListElements","Checking Topics section within Kafka-ui Application",""
"passed","Tue Jan 10 21:04:37 GMT 2023","Tue Jan 10 21:04:51 GMT 2023","13725","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkTopicCreatePossibility","Checking Topic creation possibility in case of empty Topic Name",""
"passed","Tue Jan 10 21:05:14 GMT 2023","Tue Jan 10 21:05:17 GMT 2023","2824","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","redirectToConsumerFromTopic","Redirect to consumer from topic profile",""
"passed","Tue Jan 10 21:05:56 GMT 2023","Tue Jan 10 21:06:10 GMT 2023","14035","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","deleteConnector","should delete connector",""
