"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jan 30 09:32:36 GMT 2023","Mon Jan 30 09:32:36 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","clearMessage","clear message",""
"passed","Mon Jan 30 09:32:48 GMT 2023","Mon Jan 30 09:32:56 GMT 2023","7630","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","createConnector","should create a connector",""
"passed","Mon Jan 30 09:32:30 GMT 2023","Mon Jan 30 09:32:36 GMT 2023","6644","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","produceMessage","produce message",""
"passed","Mon Jan 30 09:31:24 GMT 2023","Mon Jan 30 09:31:36 GMT 2023","12612","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Mon Jan 30 09:33:18 GMT 2023","Mon Jan 30 09:33:22 GMT 2023","3122","","com.provectus.kafka.ui.suite.SmokeTests","","com.provectus.kafka.ui.suite.SmokeTests","checkBasePageElements","check base page elements",""
"passed","Mon Jan 30 09:32:13 GMT 2023","Mon Jan 30 09:32:17 GMT 2023","3879","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","createTopic","should create a topic",""
"skipped","Mon Jan 30 09:32:36 GMT 2023","Mon Jan 30 09:32:36 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","copyMessageFromTopicProfile","Message copy from topic profile",""
"passed","Mon Jan 30 09:31:20 GMT 2023","Mon Jan 30 09:31:24 GMT 2023","3376","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Mon Jan 30 09:32:19 GMT 2023","Mon Jan 30 09:32:21 GMT 2023","1953","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkTopicListElements","Checking Topics section within Kafka-ui Application",""
"passed","Mon Jan 30 09:32:17 GMT 2023","Mon Jan 30 09:32:19 GMT 2023","2450","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkCustomParametersWithinCreateNewTopic","Checking requiredness of Custom parameters within 'Create new Topic'",""
"passed","Mon Jan 30 09:32:21 GMT 2023","Mon Jan 30 09:32:24 GMT 2023","2831","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","redirectToConsumerFromTopic","Redirect to consumer from topic profile",""
"passed","Mon Jan 30 09:32:56 GMT 2023","Mon Jan 30 09:33:10 GMT 2023","14070","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Mon Jan 30 09:30:31 GMT 2023","Mon Jan 30 09:30:45 GMT 2023","14765","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaAvro","should create AVRO schema",""
"skipped","Mon Jan 30 09:32:13 GMT 2023","Mon Jan 30 09:32:13 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","updateTopic","should update a topic",""
"passed","Mon Jan 30 09:33:10 GMT 2023","Mon Jan 30 09:33:14 GMT 2023","4563","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","updateConnector","should update a connector",""
"passed","Mon Jan 30 09:30:46 GMT 2023","Mon Jan 30 09:30:51 GMT 2023","4975","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Mon Jan 30 09:31:59 GMT 2023","Mon Jan 30 09:32:13 GMT 2023","14488","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","deleteTopic","should delete topic",""
"passed","Mon Jan 30 09:30:51 GMT 2023","Mon Jan 30 09:31:04 GMT 2023","13629","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Mon Jan 30 09:31:04 GMT 2023","Mon Jan 30 09:31:08 GMT 2023","3721","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Mon Jan 30 09:31:08 GMT 2023","Mon Jan 30 09:31:20 GMT 2023","12270","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Mon Jan 30 09:31:44 GMT 2023","Mon Jan 30 09:31:59 GMT 2023","14091","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkTopicCreatePossibility","Checking Topic creation possibility in case of empty Topic Name",""
