"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 07 20:32:28 GMT 2023","Tue Feb 07 20:32:41 GMT 2023","13523","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Tue Feb 07 20:33:30 GMT 2023","Tue Feb 07 20:33:33 GMT 2023","3431","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","redirectToConsumerFromTopic","Redirect to consumer from topic profile",""
"passed","Tue Feb 07 20:31:52 GMT 2023","Tue Feb 07 20:32:06 GMT 2023","14432","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Tue Feb 07 20:33:05 GMT 2023","Tue Feb 07 20:33:20 GMT 2023","14958","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","deleteTopic","should delete topic",""
"passed","Tue Feb 07 20:33:39 GMT 2023","Tue Feb 07 20:33:46 GMT 2023","7474","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","produceMessage","produce message",""
"passed","Tue Feb 07 20:32:11 GMT 2023","Tue Feb 07 20:32:24 GMT 2023","13055","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Tue Feb 07 20:31:46 GMT 2023","Tue Feb 07 20:31:52 GMT 2023","6315","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Tue Feb 07 20:32:24 GMT 2023","Tue Feb 07 20:32:28 GMT 2023","3851","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Tue Feb 07 20:33:27 GMT 2023","Tue Feb 07 20:33:30 GMT 2023","2251","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkTopicListElements","Checking Topics section within Kafka-ui Application",""
"passed","Tue Feb 07 20:34:31 GMT 2023","Tue Feb 07 20:34:35 GMT 2023","3488","","com.provectus.kafka.ui.suite.SmokeTests","","com.provectus.kafka.ui.suite.SmokeTests","checkBasePageElements","check base page elements",""
"skipped","Tue Feb 07 20:33:46 GMT 2023","Tue Feb 07 20:33:46 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","copyMessageFromTopicProfile","Message copy from topic profile",""
"passed","Tue Feb 07 20:33:58 GMT 2023","Tue Feb 07 20:34:08 GMT 2023","10143","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","createConnector","should create a connector",""
"passed","Tue Feb 07 20:33:24 GMT 2023","Tue Feb 07 20:33:27 GMT 2023","2909","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkCustomParametersWithinCreateNewTopic","Checking requiredness of Custom parameters within 'Create new Topic'",""
"passed","Tue Feb 07 20:32:50 GMT 2023","Tue Feb 07 20:33:05 GMT 2023","14822","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkTopicCreatePossibility","Checking Topic creation possibility in case of empty Topic Name",""
"passed","Tue Feb 07 20:34:08 GMT 2023","Tue Feb 07 20:34:22 GMT 2023","14070","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Tue Feb 07 20:32:06 GMT 2023","Tue Feb 07 20:32:11 GMT 2023","4533","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaJson","should create JSON schema",""
"skipped","Tue Feb 07 20:33:46 GMT 2023","Tue Feb 07 20:33:46 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","clearMessage","clear message",""
"passed","Tue Feb 07 20:33:20 GMT 2023","Tue Feb 07 20:33:24 GMT 2023","4706","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","createTopic","should create a topic",""
"passed","Tue Feb 07 20:31:28 GMT 2023","Tue Feb 07 20:31:45 GMT 2023","17097","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaAvro","should create AVRO schema",""
"skipped","Tue Feb 07 20:33:20 GMT 2023","Tue Feb 07 20:33:20 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","updateTopic","should update a topic",""
"passed","Tue Feb 07 20:34:22 GMT 2023","Tue Feb 07 20:34:27 GMT 2023","5179","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","updateConnector","should update a connector",""
