"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 09 20:46:51 GMT 2023","Thu Mar 09 20:46:56 GMT 2023","4549","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","createTopic","should create a topic",""
"passed","Thu Mar 09 20:47:52 GMT 2023","Thu Mar 09 20:47:56 GMT 2023","3492","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Thu Mar 09 20:47:56 GMT 2023","Thu Mar 09 20:48:08 GMT 2023","12734","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Thu Mar 09 20:46:59 GMT 2023","Thu Mar 09 20:47:01 GMT 2023","1966","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkTopicListElements","Checking Topics section within Kafka-ui Application",""
"passed","Thu Mar 09 20:48:27 GMT 2023","Thu Mar 09 20:48:40 GMT 2023","12356","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Thu Mar 09 20:45:40 GMT 2023","Thu Mar 09 20:45:53 GMT 2023","13805","","com.provectus.kafka.ui.suite.SmokeTests","","com.provectus.kafka.ui.suite.SmokeTests","checkBasePageElements","check base page elements",""
"passed","Thu Mar 09 20:48:08 GMT 2023","Thu Mar 09 20:48:12 GMT 2023","3493","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Thu Mar 09 20:48:12 GMT 2023","Thu Mar 09 20:48:24 GMT 2023","12430","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"skipped","Thu Mar 09 20:46:15 GMT 2023","Thu Mar 09 20:46:15 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","clearMessage","clear message",""
"passed","Thu Mar 09 20:46:56 GMT 2023","Thu Mar 09 20:46:59 GMT 2023","2643","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkCustomParametersWithinCreateNewTopic","Checking requiredness of Custom parameters within 'Create new Topic'",""
"passed","Thu Mar 09 20:46:23 GMT 2023","Thu Mar 09 20:46:37 GMT 2023","14045","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","checkTopicCreatePossibility","Checking Topic creation possibility in case of empty Topic Name",""
"passed","Thu Mar 09 20:47:01 GMT 2023","Thu Mar 09 20:47:04 GMT 2023","2885","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","redirectToConsumerFromTopic","Redirect to consumer from topic profile",""
"passed","Thu Mar 09 20:47:47 GMT 2023","Thu Mar 09 20:47:52 GMT 2023","4852","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaAvro","should create AVRO schema",""
"skipped","Thu Mar 09 20:46:15 GMT 2023","Thu Mar 09 20:46:15 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","copyMessageFromTopicProfile","Message copy from topic profile",""
"skipped","Thu Mar 09 20:46:51 GMT 2023","Thu Mar 09 20:46:51 GMT 2023","0","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","updateTopic","should update a topic",""
"passed","Thu Mar 09 20:48:24 GMT 2023","Thu Mar 09 20:48:27 GMT 2023","2967","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Thu Mar 09 20:46:37 GMT 2023","Thu Mar 09 20:46:51 GMT 2023","14183","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","","com.provectus.kafka.ui.suite.topics.TopicActionsTests","deleteTopic","should delete topic",""
"passed","Thu Mar 09 20:47:37 GMT 2023","Thu Mar 09 20:47:42 GMT 2023","4489","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","updateConnector","should update a connector",""
"passed","Thu Mar 09 20:47:15 GMT 2023","Thu Mar 09 20:47:23 GMT 2023","8212","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","createConnector","should create a connector",""
"passed","Thu Mar 09 20:47:23 GMT 2023","Thu Mar 09 20:47:37 GMT 2023","14050","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Thu Mar 09 20:46:06 GMT 2023","Thu Mar 09 20:46:15 GMT 2023","9559","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","produceMessage","produce message",""
